site_id,timestamp,grid_status,electricity_price,tariff_type,battery_soc_pct,battery_soh_pct,battery_voltage,battery_status,generator_state,generator_power_kw,fuel_level_l,fuel_consumption_lph,solar_power_kw,solar_irradiance,load_kw,traffic_load_pct,qos_score,temperature,humidity,alarm_codes,incident_label,recommended_source,reason,source,schema_valid,stale_data_flag,record_id,scenario_id
ISB-000,2026-07-03T02:00:00+00:00,Down,39.0,Normal,52.72,94.73,49.27,Discharging,Off,0.0,150.0,0.0,1.732,157.3,14.339,39.3,68.21,33.6,57.2,,Outage,Battery,"Grid outage, battery adequate (SoC 53%) — supplying load from battery, no generator start required",Synthetic,True,False,5fabd507-6436-4b31-9dd4-00dda62b2f9e,short_outage
ISB-000,2026-07-01T12:00:00+00:00,Up,39.0,Normal,100.0,94.93,54.0,Charging,Off,0.0,150.0,0.0,3.637,324.9,12.624,100.0,35.68,29.5,75.3,QOS_BREACH,Congestion,Grid,Grid available at 39.00 PKR/kWh (Normal) — using grid as primary source,Synthetic,True,False,6a2e84b2-a1a7-4db2-82ab-5b50542589bd,network_congestion
ISB-000,2026-07-01T13:00:00+00:00,Up,48.5,Peak,100.0,94.93,54.0,Idle,Off,0.0,150.0,0.0,1.773,157.2,12.983,100.0,49.85,27.7,78.9,QOS_BREACH,Congestion,Grid,Grid available at 48.50 PKR/kWh (Peak) — using grid as primary source,Synthetic,True,False,8c88e2aa-21e8-4ae2-a66f-67cfd2d0ba01,network_congestion
ISB-000,2026-07-01T14:00:00+00:00,Down,48.5,Peak,74.77,94.92,51.48,Discharging,Off,0.0,150.0,0.0,0.064,5.7,13.34,100.0,28.69,27.8,84.1,QOS_BREACH,Congestion,Battery,"Grid outage, battery adequate (SoC 75%) — supplying load from battery, no generator start required",Synthetic,True,False,d8613db9-3147-412b-ad0a-cdf1177ed4ca,network_congestion
ISB-000,2026-07-01T15:00:00+00:00,Down,48.5,Peak,49.82,94.91,48.98,Discharging,Off,0.0,150.0,0.0,0.0,0.0,13.271,100.0,17.56,28.9,79.4,QOS_BREACH,Congestion,Battery,"Grid outage, battery adequate (SoC 50%) — supplying load from battery, no generator start required",Synthetic,True,False,c06f188c-7652-442a-87e2-652dff45e14e,network_congestion
ISB-000,2026-07-01T16:00:00+00:00,Down,48.5,Peak,25.05,94.9,46.5,Discharging,Off,0.0,150.0,0.0,0.0,0.0,12.377,88.18,7.19,27.1,85.5,QOS_BREACH,Congestion,Generator,"Grid outage, battery approaching critical (SoC 25%) — starting generator before battery reaches critical threshold",Synthetic,True,False,b12430ed-0360-4af4-bd77-44f3520a0665,network_congestion
ISB-000,2026-07-01T17:00:00+00:00,Up,39.0,Normal,47.88,94.89,48.79,Charging,Off,0.0,150.0,0.0,0.0,0.0,13.408,71.35,49.96,26.7,71.0,QOS_BREACH,Congestion,Grid,Grid available at 39.00 PKR/kWh (Normal) — using grid as primary source,Synthetic,True,False,b325fcc2-9b80-448b-bc33-9a9b129170e6,network_congestion
RWP-001,2026-07-05T12:00:00+00:00,Down,39.0,Normal,64.57,94.44,50.46,Discharging,Off,0.0,150.0,0.0,3.058,402.2,9.671,100.0,30.51,31.3,73.6,QOS_BREACH,Congestion,Battery,"Grid outage, battery adequate (SoC 65%) — supplying load from battery, no generator start required",Synthetic,True,False,be13adb3-dd9f-4911-b336-64b44a0a7e98,network_congestion
RWP-001,2026-07-05T13:00:00+00:00,Up,48.5,Peak,84.47,94.43,52.45,Charging,Off,0.0,150.0,0.0,1.509,198.6,10.667,100.0,35.98,31.4,80.3,QOS_BREACH,Congestion,Grid,Grid available at 48.50 PKR/kWh (Peak) — using grid as primary source,Synthetic,True,False,32f51e1f-59b6-458a-a17b-0bc72b1154a3,network_congestion
RWP-001,2026-07-05T14:00:00+00:00,Up,48.5,Peak,99.15,94.43,53.91,Charging,Off,0.0,150.0,0.0,0.0,0.0,9.993,100.0,41.71,27.3,75.2,QOS_BREACH,Congestion,Grid,Grid available at 48.50 PKR/kWh (Peak) — using grid as primary source,Synthetic,True,False,48bcc06a-48af-43a4-8c18-6d716c5af61e,network_congestion
RWP-001,2026-07-05T15:00:00+00:00,Up,48.5,Peak,100.0,94.43,54.0,Charging,Off,0.0,150.0,0.0,0.0,0.0,10.175,100.0,35.89,26.5,78.4,QOS_BREACH,Congestion,Grid,Grid available at 48.50 PKR/kWh (Peak) — using grid as primary source,Synthetic,True,False,ebb6db33-17bf-4feb-9c75-5fe8d2851fda,network_congestion
RWP-001,2026-07-05T16:00:00+00:00,Up,48.5,Peak,100.0,94.43,54.0,Idle,Off,0.0,150.0,0.0,0.0,0.0,9.543,95.55,41.58,28.0,77.6,QOS_BREACH,Congestion,Grid,Grid available at 48.50 PKR/kWh (Peak) — using grid as primary source,Synthetic,True,False,cfc300a3-4701-465b-96de-211370eb30fc,network_congestion
RWP-001,2026-07-05T17:00:00+00:00,Down,39.0,Normal,77.7,94.42,51.77,Discharging,Off,0.0,150.0,0.0,0.0,0.0,9.611,86.73,24.32,30.5,81.7,QOS_BREACH,Congestion,Battery,"Grid outage, battery adequate (SoC 78%) — supplying load from battery, no generator start required",Synthetic,True,False,4a9678e1-fb68-46b0-b38c-091d7fec3aae,network_congestion
ISB-000,2026-07-08T00:00:00+00:00,Up,30.75,Off-Peak,94.87,94.04,53.49,Charging,Off,0.0,136.02,13.981,0.0,0.0,14.606,12.1,96.37,33.6,63.7,FUEL_THEFT_SUSPECTED,Theft,Grid,"Fuel-theft pattern detected — theft risk score raised, security-review alert; no automatic control change",Synthetic,True,False,6c1d382f-02aa-4b82-933e-116b69ddedd3,fuel_theft
ISB-000,2026-07-08T21:00:00+00:00,Up,30.75,Off-Peak,100.0,93.91,54.0,Idle,Off,0.0,126.53,9.485,0.0,0.0,12.772,5.05,98.49,24.8,75.0,FUEL_THEFT_SUSPECTED,Theft,Grid,"Fuel-theft pattern detected — theft risk score raised, security-review alert; no automatic control change",Synthetic,True,False,565b671b-cb05-49e3-8a59-cbd1fbee20e4,fuel_theft
ISB-000,2026-07-08T22:00:00+00:00,Up,30.75,Off-Peak,100.0,93.91,54.0,Idle,Off,0.0,109.51,17.023,0.0,0.0,12.774,3.3,99.01,27.9,83.2,FUEL_THEFT_SUSPECTED,Theft,Grid,"Fuel-theft pattern detected — theft risk score raised, security-review alert; no automatic control change",Synthetic,True,False,d50bf31b-cbcf-4538-b8a7-2f06dfb56e88,fuel_theft
ISB-000,2026-07-08T23:00:00+00:00,Up,30.75,Off-Peak,100.0,93.91,54.0,Idle,Off,0.0,91.86,17.654,0.0,0.0,13.085,8.54,97.44,32.1,69.8,FUEL_THEFT_SUSPECTED,Theft,Grid,"Fuel-theft pattern detected — theft risk score raised, security-review alert; no automatic control change",Synthetic,True,False,7c143015-c128-450b-85e5-a48bea0a0ca8,fuel_theft
RWP-001,2026-07-09T00:00:00+00:00,Up,30.75,Off-Peak,100.0,94.02,54.0,Idle,Off,0.0,135.23,14.769,0.0,0.0,10.141,14.38,95.69,34.4,65.1,FUEL_THEFT_SUSPECTED,Theft,Grid,"Fuel-theft pattern detected — theft risk score raised, security-review alert; no automatic control change",Synthetic,True,False,cec5cc79-0247-4319-8bfb-b6a75de1fb83,fuel_theft
RWP-001,2026-07-09T21:00:00+00:00,Up,30.75,Off-Peak,76.7,93.9,51.67,Charging,Off,0.0,122.46,12.769,0.0,0.0,9.618,8.49,97.45,29.9,73.3,FUEL_THEFT_SUSPECTED,Theft,Grid,"Fuel-theft pattern detected — theft risk score raised, security-review alert; no automatic control change",Synthetic,True,False,cf992124-2262-4c8d-b833-b8891b2b69bb,fuel_theft
RWP-001,2026-07-09T22:00:00+00:00,Up,30.75,Off-Peak,94.82,93.89,53.48,Charging,Off,0.0,107.93,14.536,0.0,0.0,9.412,5.03,98.49,27.3,74.9,FUEL_THEFT_SUSPECTED,Theft,Grid,"Fuel-theft pattern detected — theft risk score raised, security-review alert; no automatic control change",Synthetic,True,False,4085035e-60f4-4ade-ae2d-7b74474b35b7,fuel_theft
RWP-001,2026-07-09T23:00:00+00:00,Up,30.75,Off-Peak,100.0,93.89,54.0,Charging,Off,0.0,94.08,13.842,0.0,0.0,9.778,10.57,96.83,29.9,75.6,FUEL_THEFT_SUSPECTED,Theft,Grid,"Fuel-theft pattern detected — theft risk score raised, security-review alert; no automatic control change",Synthetic,True,False,4cc19d13-13cb-450b-922e-597bed2c362c,fuel_theft
LHR-002,2026-07-07T00:00:00+00:00,Up,30.75,Off-Peak,100.0,94.54,54.0,Idle,Off,0.0,141.86,8.135,0.0,0.0,7.429,12.01,96.4,31.0,67.3,FUEL_THEFT_SUSPECTED,Theft,Grid,"Fuel-theft pattern detected — theft risk score raised, security-review alert; no automatic control change",Synthetic,True,False,df46d81b-cc02-4b28-9f36-fe6cad2d5487,fuel_theft
LHR-002,2026-07-07T21:00:00+00:00,Unstable,30.75,Off-Peak,78.98,94.46,51.9,Discharging,Off,0.0,133.85,8.018,0.0,0.0,8.829,2.44,79.27,28.5,79.1,FUEL_THEFT_SUSPECTED,Theft,Battery,"Fuel-theft pattern detected — theft risk score raised, security-review alert; no automatic control change",Synthetic,True,False,3060e6e7-9784-4722-99b9-18dc86d3ae6d,fuel_theft
LHR-002,2026-07-07T22:00:00+00:00,Up,30.75,Off-Peak,97.23,94.46,53.72,Charging,Off,0.0,122.24,11.606,0.0,0.0,7.801,9.0,97.3,28.9,76.9,FUEL_THEFT_SUSPECTED,Theft,Grid,"Fuel-theft pattern detected — theft risk score raised, security-review alert; no automatic control change",Synthetic,True,False,9e0f9d0f-b887-4cb4-80e8-b02688936dad,fuel_theft
LHR-002,2026-07-07T23:00:00+00:00,Unstable,30.75,Off-Peak,77.16,94.45,51.72,Discharging,Off,0.0,109.35,12.893,0.0,0.0,8.428,6.33,78.1,28.8,72.9,FUEL_THEFT_SUSPECTED,Theft,Battery,"Fuel-theft pattern detected — theft risk score raised, security-review alert; no automatic control change",Synthetic,True,False,0473ffdd-f568-4974-8db4-54bb650fac50,fuel_theft
ISB-000,2026-07-10T04:00:00+00:00,Up,39.0,Normal,94.32,93.74,53.43,Charging,Off,0.0,91.86,0.0,4.838,443.9,14.933,82.55,75.23,36.0,52.8,SENSOR_DROPOUT,Sensor_Fault,Grid,"Sensor dropout / stale data — holding last-known-safe source, flagged as stale; no control action on unreliable input",Synthetic,True,True,72e00389-7230-49ea-848d-45a1f179dfc4,sensor_dropout
ISB-000,2026-07-10T06:00:00+00:00,Up,39.0,Normal,100.0,93.74,54.0,Idle,Off,0.0,91.86,0.0,6.466,596.8,14.583,90.67,72.8,37.4,50.7,SENSOR_DROPOUT,Sensor_Fault,Grid,"Sensor dropout / stale data — holding last-known-safe source, flagged as stale; no control action on unreliable input",Synthetic,True,True,292733aa-79ab-4174-be99-51c726bf0848,sensor_dropout
RWP-001,2026-07-05T09:00:00+00:00,Unstable,39.0,Normal,76.45,94.46,51.65,Discharging,Off,0.0,150.0,0.0,5.95,788.0,11.331,84.85,54.55,33.0,61.4,SENSOR_DROPOUT,Sensor_Fault,Grid,"Sensor dropout / stale data — holding last-known-safe source, flagged as stale; no control action on unreliable input",Synthetic,True,True,a7768a30-e78d-4e57-a52e-6d93c14a5fe7,sensor_dropout
RWP-001,2026-07-05T11:00:00+00:00,Down,39.0,Normal,79.92,94.45,51.99,Discharging,Off,0.0,150.0,0.0,4.399,582.9,10.731,94.66,51.6,33.1,72.0,SENSOR_DROPOUT,Sensor_Fault,Grid,"Sensor dropout / stale data — holding last-known-safe source, flagged as stale; no control action on unreliable input",Synthetic,True,True,2a11435a-2ee0-40c2-b92b-7613d1ec60b9,sensor_dropout
RWP-001,2026-07-05T21:00:00+00:00,Up,30.75,Off-Peak,100.0,94.39,54.0,Charging,Off,0.0,150.0,0.0,0.0,0.0,9.675,10.22,96.94,28.4,81.5,SENSOR_DROPOUT,Sensor_Fault,Grid,"Sensor dropout / stale data — holding last-known-safe source, flagged as stale; no control action on unreliable input",Synthetic,True,True,b37472fb-22b7-4ba4-8ccf-ebf943b46cb7,sensor_dropout
LHR-002,2026-07-05T16:00:00+00:00,Up,48.5,Peak,99.7,94.67,53.97,Charging,Off,0.0,150.0,0.0,0.0,0.0,7.162,79.87,76.04,28.6,77.3,SENSOR_DROPOUT,Sensor_Fault,Grid,"Sensor dropout / stale data — holding last-known-safe source, flagged as stale; no control action on unreliable input",Synthetic,True,True,7f1239ea-b5a3-4f7b-873b-52389f9639da,sensor_dropout
LHR-002,2026-07-05T21:00:00+00:00,Up,30.75,Off-Peak,100.0,94.66,54.0,Charging,Off,0.0,150.0,0.0,0.0,0.0,8.108,12.46,96.26,27.3,72.7,SENSOR_DROPOUT,Sensor_Fault,Grid,"Sensor dropout / stale data — holding last-known-safe source, flagged as stale; no control action on unreliable input",Synthetic,True,True,48414ffc-c1a5-417d-bac7-e568ea7c99fa,sensor_dropout
LHR-002,2026-07-05T22:00:00+00:00,Up,30.75,Off-Peak,100.0,94.66,54.0,Idle,Off,0.0,150.0,0.0,0.0,0.0,7.99,14.37,95.69,30.4,73.0,SENSOR_DROPOUT,Sensor_Fault,Grid,"Sensor dropout / stale data — holding last-known-safe source, flagged as stale; no control action on unreliable input",Synthetic,True,True,d8500c45-e225-4814-9bcc-322e0f9bc907,sensor_dropout
MUL-003,2026-07-04T02:00:00+00:00,Down,39.0,Normal,72.15,94.47,51.21,Discharging,Off,0.0,139.45,0.0,1.557,209.5,13.591,34.47,69.66,36.8,65.5,SENSOR_DROPOUT,Sensor_Fault,Grid,"Sensor dropout / stale data — holding last-known-safe source, flagged as stale; no control action on unreliable input",Synthetic,True,True,4978ce97-20ce-4104-9ca8-ea180a50a425,sensor_dropout
MUL-003,2026-07-04T05:00:00+00:00,Down,39.0,Normal,17.34,94.44,45.73,Idle,Running,9.295,135.56,3.884,4.735,642.3,14.03,75.76,42.27,38.7,57.4,SENSOR_DROPOUT,Sensor_Fault,Grid,"Sensor dropout / stale data — holding last-known-safe source, flagged as stale; no control action on unreliable input",Synthetic,True,True,de668f41-b8ca-4ebd-909a-a2757d9b1057,sensor_dropout
MUL-003,2026-07-04T10:00:00+00:00,Down,39.0,Normal,28.23,94.39,46.82,Discharging,Off,0.0,131.87,0.0,4.807,640.3,12.844,89.58,38.13,34.4,64.6,SENSOR_DROPOUT,Sensor_Fault,Grid,"Sensor dropout / stale data — holding last-known-safe source, flagged as stale; no control action on unreliable input",Synthetic,True,True,360b0b6e-dac9-4cea-aee8-de3e3dd65ab8,sensor_dropout
MUL-003,2026-07-04T12:00:00+00:00,Down,39.0,Normal,4.64,94.38,44.46,Idle,Running,7.997,128.37,3.496,2.99,391.1,10.987,92.26,37.32,30.0,77.1,SENSOR_DROPOUT,Sensor_Fault,Grid,"Sensor dropout / stale data — holding last-known-safe source, flagged as stale; no control action on unreliable input",Synthetic,True,True,da1c72d4-f368-482f-bd4a-5da7037c9bc1,sensor_dropout
