site_id,timestamp,grid_status,electricity_price,tariff_type,battery_soc_pct,battery_soh_pct,battery_voltage,battery_status,generator_state,generator_power_kw,fuel_level_l,fuel_consumption_lph,solar_power_kw,solar_irradiance,load_kw,traffic_load_pct,qos_score,temperature,humidity,alarm_codes,incident_label,recommended_source,reason,source,schema_valid,stale_data_flag,record_id,scenario_id
ISB-000,2026-07-01T18:00:00+00:00,Up,30.75,Off-Peak,70.72,94.88,51.07,Charging,Off,0.0,150.0,0.0,0.0,0.0,12.877,30.12,90.97,30.0,75.2,NONE,None,Grid,Grid available at 30.75 PKR/kWh (Off-Peak) — using grid as primary source,Synthetic,True,False,cc4c9f97-876f-4ebe-8a49-8916d583a8fc,normal_operation
ISB-000,2026-07-01T19:00:00+00:00,Up,30.75,Off-Peak,90.4,94.87,53.04,Charging,Off,0.0,150.0,0.0,0.0,0.0,12.178,16.52,95.04,27.3,76.1,NONE,None,Grid,Grid available at 30.75 PKR/kWh (Off-Peak) — using grid as primary source,Synthetic,True,False,3c29367b-07de-4f44-a65a-017bdca143fd,normal_operation
ISB-000,2026-07-01T20:00:00+00:00,Up,30.75,Off-Peak,100.0,94.87,54.0,Charging,Off,0.0,150.0,0.0,0.0,0.0,12.5,7.34,97.8,26.3,76.8,NONE,None,Grid,Grid available at 30.75 PKR/kWh (Off-Peak) — using grid as primary source,Synthetic,True,False,bf38352e-d7cb-4730-98ff-ce8ccfca2656,normal_operation
ISB-000,2026-07-01T21:00:00+00:00,Up,30.75,Off-Peak,100.0,94.87,54.0,Idle,Off,0.0,150.0,0.0,0.0,0.0,14.013,3.82,98.85,29.0,79.1,NONE,None,Grid,Grid available at 30.75 PKR/kWh (Off-Peak) — using grid as primary source,Synthetic,True,False,264038fd-fbdb-498d-a149-2e92be14cd41,normal_operation
ISB-000,2026-07-01T22:00:00+00:00,Up,30.75,Off-Peak,100.0,94.87,54.0,Idle,Off,0.0,150.0,0.0,0.0,0.0,12.77,9.23,97.23,29.5,69.3,NONE,None,Grid,Grid available at 30.75 PKR/kWh (Off-Peak) — using grid as primary source,Synthetic,True,False,b191704b-19dd-45e1-add3-7eefeab53112,normal_operation
ISB-000,2026-07-01T23:00:00+00:00,Up,30.75,Off-Peak,100.0,94.87,54.0,Idle,Off,0.0,150.0,0.0,0.0,0.0,13.119,1.4,99.58,30.5,76.3,NONE,None,Grid,Grid available at 30.75 PKR/kWh (Off-Peak) — using grid as primary source,Synthetic,True,False,92cb185e-6131-4465-9439-6c0a19bfdba5,normal_operation
ISB-000,2026-07-02T00:00:00+00:00,Up,30.75,Off-Peak,100.0,94.86,54.0,Idle,Off,0.0,150.0,0.0,0.0,0.0,14.057,12.14,96.36,31.5,65.9,NONE,None,Grid,Grid available at 30.75 PKR/kWh (Off-Peak) — using grid as primary source,Synthetic,True,False,0534606e-c702-4428-b93e-78adac0ddd34,normal_operation
ISB-000,2026-07-02T01:00:00+00:00,Down,39.0,Normal,75.93,94.85,51.59,Discharging,Off,0.0,150.0,0.0,0.027,2.4,14.163,25.14,72.46,32.3,60.5,NONE,Outage,Battery,"Grid outage, battery adequate (SoC 76%) — supplying load from battery, no generator start required",Synthetic,True,False,0d395d4a-66b5-471f-89e2-8491bdb5339d,short_outage
ISB-000,2026-07-02T02:00:00+00:00,Down,39.0,Normal,52.67,94.85,49.27,Discharging,Off,0.0,150.0,0.0,1.956,179.0,14.807,45.65,66.31,35.4,61.1,NONE,Outage,Battery,"Grid outage, battery adequate (SoC 53%) — supplying load from battery, no generator start required",Synthetic,True,False,14f942f5-109f-494b-8fe7-f7e3a5da037a,short_outage
ISB-000,2026-07-02T03:00:00+00:00,Up,39.0,Normal,75.1,94.84,51.51,Charging,Off,0.0,150.0,0.0,3.599,329.5,13.794,64.98,80.51,35.5,62.7,NONE,None,Grid,Grid available at 39.00 PKR/kWh (Normal) — using grid as primary source,Synthetic,True,False,b3b0d706-538e-4348-aa24-8ac0cb04dfa7,normal_operation
ISB-000,2026-07-02T04:00:00+00:00,Up,39.0,Normal,94.12,94.83,53.41,Charging,Off,0.0,150.0,0.0,5.144,478.8,15.83,72.16,78.35,39.4,54.7,NONE,None,Grid,Grid available at 39.00 PKR/kWh (Normal) — using grid as primary source,Synthetic,True,False,64cc9a0b-3c27-4249-875d-96513bf7a5e0,normal_operation
ISB-000,2026-07-02T05:00:00+00:00,Up,39.0,Normal,100.0,94.83,54.0,Charging,Off,0.0,150.0,0.0,6.327,584.5,14.841,91.56,72.53,37.6,51.7,NONE,None,Grid,Grid available at 39.00 PKR/kWh (Normal) — using grid as primary source,Synthetic,True,False,8998ad32-cadf-41dc-956d-1e4de8cb7497,normal_operation
ISB-000,2026-07-02T06:00:00+00:00,Up,39.0,Normal,100.0,94.83,54.0,Idle,Off,0.0,150.0,0.0,6.872,639.9,15.275,94.71,71.59,39.5,54.4,NONE,None,Grid,Grid available at 39.00 PKR/kWh (Normal) — using grid as primary source,Synthetic,True,False,158bf8b7-2326-423d-a604-532fc1aec7a6,normal_operation
ISB-000,2026-07-02T07:00:00+00:00,Up,39.0,Normal,100.0,94.83,54.0,Idle,Off,0.0,150.0,0.0,7.63,704.5,15.058,84.39,74.68,37.5,58.7,NONE,None,Solar,Solar covers 51% of load (7.6 kW) — using free solar generation,Synthetic,True,False,1d0877c7-d753-4d0c-871c-adb7338f5569,normal_operation
ISB-000,2026-07-02T08:00:00+00:00,Up,39.0,Normal,100.0,94.83,54.0,Idle,Off,0.0,150.0,0.0,7.606,698.8,14.348,86.81,73.96,36.3,60.7,NONE,None,Solar,Solar covers 53% of load (7.6 kW) — using free solar generation,Synthetic,True,False,2461472d-2464-4c70-bea7-b4c192a5ffb6,normal_operation
ISB-000,2026-07-02T09:00:00+00:00,Down,39.0,Normal,83.29,94.82,52.33,Discharging,Off,0.0,150.0,0.0,7.125,650.5,14.075,79.8,56.06,34.8,64.6,NONE,Outage,Solar,Solar covers 51% of load (7.1 kW) — using free solar generation,Synthetic,True,False,884743f2-b35b-41c4-a944-dcda1d3cd9d4,short_outage
ISB-000,2026-07-02T10:00:00+00:00,Down,39.0,Normal,65.38,94.81,50.54,Discharging,Off,0.0,150.0,0.0,6.422,583.9,13.874,83.33,55.0,33.8,66.4,NONE,Outage,Battery,"Grid outage, battery adequate (SoC 65%) — supplying load from battery, no generator start required",Synthetic,True,False,ba6618e9-3128-4bb4-88e1-fb038996ad2b,short_outage
ISB-000,2026-07-02T11:00:00+00:00,Up,39.0,Normal,85.87,94.8,52.59,Charging,Off,0.0,150.0,0.0,5.389,481.8,12.615,92.57,72.23,29.7,75.2,NONE,None,Grid,Grid available at 39.00 PKR/kWh (Normal) — using grid as primary source,Synthetic,True,False,498ea47c-cb1b-464d-8b57-c86c0792cb06,normal_operation
ISB-000,2026-07-02T12:00:00+00:00,Up,39.0,Normal,100.0,94.8,54.0,Charging,Off,0.0,150.0,0.0,3.557,316.7,12.999,96.38,71.09,28.7,75.8,NONE,None,Grid,Grid available at 39.00 PKR/kWh (Normal) — using grid as primary source,Synthetic,True,False,609b6c08-c499-429b-9708-51e30ced7394,normal_operation
ISB-000,2026-07-02T13:00:00+00:00,Up,48.5,Peak,100.0,94.8,54.0,Idle,Off,0.0,150.0,0.0,1.711,152.0,13.16,96.68,71.0,28.2,73.5,NONE,None,Grid,Grid available at 48.50 PKR/kWh (Peak) — using grid as primary source,Synthetic,True,False,c8c93c45-fbcc-4339-b417-2684a85b2f49,normal_operation
ISB-000,2026-07-02T14:00:00+00:00,Up,48.5,Peak,100.0,94.8,54.0,Idle,Off,0.0,150.0,0.0,0.093,8.3,13.13,100.0,70.0,29.4,85.5,NONE,None,Grid,Grid available at 48.50 PKR/kWh (Peak) — using grid as primary source,Synthetic,True,False,06063c5a-f3b7-4016-848f-17c3272bf4ac,normal_operation
ISB-000,2026-07-02T15:00:00+00:00,Down,48.5,Peak,74.61,94.79,51.46,Discharging,Off,0.0,150.0,0.0,0.0,0.0,12.323,85.13,54.46,27.2,77.6,NONE,Outage,Battery,"Grid outage, battery adequate (SoC 75%) — supplying load from battery, no generator start required",Synthetic,True,False,6471c76c-89ff-41d7-a6b1-cf580237734c,short_outage
ISB-000,2026-07-02T16:00:00+00:00,Down,48.5,Peak,49.95,94.78,48.99,Discharging,Off,0.0,150.0,0.0,0.0,0.0,12.529,67.43,59.77,30.0,83.3,NONE,Outage,Battery,"Grid outage, battery adequate (SoC 50%) — supplying load from battery, no generator start required",Synthetic,True,False,72661e3a-b49b-420f-81eb-6e2d5e9067ee,short_outage
ISB-000,2026-07-02T17:00:00+00:00,Up,39.0,Normal,72.78,94.77,51.28,Charging,Off,0.0,150.0,0.0,0.0,0.0,13.148,49.1,85.27,28.1,78.6,NONE,None,Grid,Grid available at 39.00 PKR/kWh (Normal) — using grid as primary source,Synthetic,True,False,483afcb1-2ee1-4f4e-9c10-9460f7a7915f,normal_operation
ISB-000,2026-07-02T18:00:00+00:00,Up,30.75,Off-Peak,92.15,94.76,53.22,Charging,Off,0.0,150.0,0.0,0.0,0.0,13.935,31.78,90.47,29.4,77.1,NONE,None,Grid,Grid available at 30.75 PKR/kWh (Off-Peak) — using grid as primary source,Synthetic,True,False,f2ee7e72-7673-491e-aaca-1f094ca9c98c,normal_operation
ISB-000,2026-07-02T19:00:00+00:00,Up,30.75,Off-Peak,100.0,94.76,54.0,Charging,Off,0.0,150.0,0.0,0.0,0.0,12.295,17.56,94.73,28.1,72.2,NONE,None,Grid,Grid available at 30.75 PKR/kWh (Off-Peak) — using grid as primary source,Synthetic,True,False,086f1c7c-b38f-4503-b480-36cded47ab61,normal_operation
ISB-000,2026-07-02T20:00:00+00:00,Up,30.75,Off-Peak,100.0,94.76,54.0,Idle,Off,0.0,150.0,0.0,0.0,0.0,12.661,11.91,96.43,25.2,77.9,NONE,None,Grid,Grid available at 30.75 PKR/kWh (Off-Peak) — using grid as primary source,Synthetic,True,False,dd96f4cd-6f89-481a-98ad-8be45f61c291,normal_operation
ISB-000,2026-07-02T21:00:00+00:00,Up,30.75,Off-Peak,100.0,94.75,54.0,Idle,Off,0.0,150.0,0.0,0.0,0.0,12.972,7.47,97.76,27.3,73.0,NONE,None,Grid,Grid available at 30.75 PKR/kWh (Off-Peak) — using grid as primary source,Synthetic,True,False,ed8c2ff5-c09e-46e6-b0a4-4fd38e492e14,normal_operation
ISB-000,2026-07-02T22:00:00+00:00,Up,30.75,Off-Peak,100.0,94.75,54.0,Idle,Off,0.0,150.0,0.0,0.0,0.0,13.531,10.25,96.92,27.8,79.5,NONE,None,Grid,Grid available at 30.75 PKR/kWh (Off-Peak) — using grid as primary source,Synthetic,True,False,d1b1eebd-aef8-454c-9e04-3b7f029eb628,normal_operation
ISB-000,2026-07-02T23:00:00+00:00,Up,30.75,Off-Peak,100.0,94.75,54.0,Idle,Off,0.0,150.0,0.0,0.0,0.0,13.038,4.1,98.77,30.8,70.2,NONE,None,Grid,Grid available at 30.75 PKR/kWh (Off-Peak) — using grid as primary source,Synthetic,True,False,fc524577-7f04-4d9b-bff1-3bf741aeb9fc,normal_operation
ISB-000,2026-07-03T00:00:00+00:00,Up,30.75,Off-Peak,100.0,94.75,54.0,Idle,Off,0.0,150.0,0.0,0.0,0.0,12.861,9.65,97.11,32.8,72.0,NONE,None,Grid,Grid available at 30.75 PKR/kWh (Off-Peak) — using grid as primary source,Synthetic,True,False,835af794-98cd-4015-8ffe-7967e62001d9,normal_operation
ISB-000,2026-07-03T01:00:00+00:00,Down,39.0,Normal,76.45,94.74,51.65,Discharging,Off,0.0,150.0,0.0,0.169,15.4,13.929,25.63,72.31,34.3,65.9,NONE,Outage,Battery,"Grid outage, battery adequate (SoC 76%) — supplying load from battery, no generator start required",Synthetic,True,False,fa5fae83-4bfa-44e4-8e48-c8154f2ab708,short_outage
ISB-000,2026-07-03T02:00:00+00:00,Down,39.0,Normal,52.72,94.73,49.27,Discharging,Off,0.0,150.0,0.0,1.732,157.3,14.339,39.3,68.21,33.6,57.2,NONE,Outage,Battery,"Grid outage, battery adequate (SoC 53%) — supplying load from battery, no generator start required",Synthetic,True,False,5fabd507-6436-4b31-9dd4-00dda62b2f9e,short_outage
ISB-000,2026-07-03T03:00:00+00:00,Up,39.0,Normal,75.15,94.73,51.51,Charging,Off,0.0,150.0,0.0,2.966,275.1,15.088,72.61,78.22,38.6,56.8,NONE,None,Grid,Grid available at 39.00 PKR/kWh (Normal) — using grid as primary source,Synthetic,True,False,3a47416f-f719-4701-b7a7-9b851d70ad4b,normal_operation
ISB-000,2026-07-03T04:00:00+00:00,Down,39.0,Normal,52.97,94.72,49.3,Discharging,Off,0.0,150.0,0.0,4.204,391.6,15.578,78.85,56.34,39.6,54.0,NONE,Outage,Battery,"Grid outage, battery adequate (SoC 53%) — supplying load from battery, no generator start required",Synthetic,True,False,63f1ef6c-23af-41ab-9d54-8843b333aee7,short_outage
ISB-000,2026-07-03T05:00:00+00:00,Up,39.0,Normal,75.36,94.71,51.54,Charging,Off,0.0,150.0,0.0,5.483,509.7,14.844,86.62,74.01,39.1,57.3,NONE,None,Grid,Grid available at 39.00 PKR/kWh (Normal) — using grid as primary source,Synthetic,True,False,781dfc07-411b-4ed3-8cb3-d2b9bf7e57d8,normal_operation
ISB-000,2026-07-03T06:00:00+00:00,Up,39.0,Normal,94.33,94.7,53.43,Charging,Off,0.0,150.0,0.0,6.192,568.2,14.047,89.86,73.04,36.0,55.4,NONE,None,Grid,Grid available at 39.00 PKR/kWh (Normal) — using grid as primary source,Synthetic,True,False,9ba9c139-e18c-4aaf-af40-68ca38acf68a,normal_operation
ISB-000,2026-07-03T07:00:00+00:00,Up,39.0,Normal,100.0,94.7,54.0,Charging,Off,0.0,150.0,0.0,6.921,636.6,14.227,83.45,74.97,36.6,55.7,NONE,None,Grid,Grid available at 39.00 PKR/kWh (Normal) — using grid as primary source,Synthetic,True,False,d7d525f5-30e9-49f7-9b14-158aaa8cbeda,normal_operation
ISB-000,2026-07-03T08:00:00+00:00,Up,39.0,Normal,100.0,94.7,54.0,Idle,Off,0.0,150.0,0.0,6.895,632.7,14.183,81.54,75.54,36.0,60.0,NONE,None,Grid,Grid available at 39.00 PKR/kWh (Normal) — using grid as primary source,Synthetic,True,False,8ef20d50-301c-47c4-957e-e6479d241f0c,normal_operation
ISB-000,2026-07-03T09:00:00+00:00,Down,39.0,Normal,82.42,94.69,52.24,Discharging,Off,0.0,150.0,0.0,6.417,586.1,13.731,80.16,55.95,34.9,64.1,NONE,Outage,Battery,"Grid outage, battery adequate (SoC 82%) — supplying load from battery, no generator start required",Synthetic,True,False,ca547d90-54fd-44bd-be08-21da4ab51f04,short_outage
ISB-000,2026-07-03T10:00:00+00:00,Down,39.0,Normal,61.77,94.68,50.18,Discharging,Off,0.0,150.0,0.0,5.403,491.4,13.994,84.95,54.51,33.9,64.4,NONE,Outage,Battery,"Grid outage, battery adequate (SoC 62%) — supplying load from battery, no generator start required",Synthetic,True,False,d3ee2d33-7259-47b1-afc3-331844fa9587,short_outage
ISB-000,2026-07-03T11:00:00+00:00,Up,39.0,Normal,82.81,94.67,52.28,Charging,Off,0.0,150.0,0.0,4.457,400.4,12.472,85.77,74.27,30.9,76.1,NONE,None,Grid,Grid available at 39.00 PKR/kWh (Normal) — using grid as primary source,Synthetic,True,False,64901219-62f6-47be-8d44-c7a9b06ec22b,normal_operation
ISB-000,2026-07-03T12:00:00+00:00,Up,39.0,Normal,99.15,94.67,53.92,Charging,Off,0.0,150.0,0.0,3.156,280.7,13.292,96.3,71.11,28.4,72.2,NONE,None,Grid,Grid available at 39.00 PKR/kWh (Normal) — using grid as primary source,Synthetic,True,False,76d27235-69c8-4d8e-b943-bdf566e4b014,normal_operation
ISB-000,2026-07-03T13:00:00+00:00,Up,48.5,Peak,100.0,94.67,54.0,Charging,Off,0.0,150.0,0.0,1.649,145.6,13.931,100.0,70.0,26.6,70.4,NONE,None,Grid,Grid available at 48.50 PKR/kWh (Peak) — using grid as primary source,Synthetic,True,False,3d968785-d054-4380-9a66-95ff0674c2ec,normal_operation
ISB-000,2026-07-03T14:00:00+00:00,Up,48.5,Peak,100.0,94.67,54.0,Idle,Off,0.0,150.0,0.0,0.0,0.0,12.481,91.96,72.41,27.8,87.0,NONE,None,Grid,Grid available at 48.50 PKR/kWh (Peak) — using grid as primary source,Synthetic,True,False,6c4f3762-7fda-4efe-92f1-99bb5a2d65c9,normal_operation
ISB-000,2026-07-03T15:00:00+00:00,Down,48.5,Peak,74.17,94.66,51.42,Discharging,Off,0.0,150.0,0.0,0.0,0.0,13.41,82.12,55.37,25.5,83.0,NONE,Outage,Battery,"Grid outage, battery adequate (SoC 74%) — supplying load from battery, no generator start required",Synthetic,True,False,c53d8286-1d27-4f20-8207-832f61ea9a7f,short_outage
ISB-000,2026-07-03T16:00:00+00:00,Down,48.5,Peak,48.39,94.65,48.84,Discharging,Off,0.0,150.0,0.0,0.0,0.0,13.696,61.54,61.54,25.7,78.0,NONE,Outage,Battery,"Grid outage, battery adequate (SoC 48%) — supplying load from battery, no generator start required",Synthetic,True,False,7f2ae1bc-8cb8-46f9-adda-2c680d4f782c,short_outage
ISB-000,2026-07-03T17:00:00+00:00,Up,39.0,Normal,71.22,94.64,51.12,Charging,Off,0.0,150.0,0.0,0.0,0.0,12.857,45.48,86.36,30.0,73.4,NONE,None,Grid,Grid available at 39.00 PKR/kWh (Normal) — using grid as primary source,Synthetic,True,False,9c1dc55c-009b-444b-9457-4826dd61d7f2,normal_operation
ISB-000,2026-07-03T18:00:00+00:00,Up,30.75,Off-Peak,90.83,94.63,53.08,Charging,Off,0.0,150.0,0.0,0.0,0.0,12.773,24.32,92.7,30.8,73.4,NONE,None,Grid,Grid available at 30.75 PKR/kWh (Off-Peak) — using grid as primary source,Synthetic,True,False,de2d3ade-3b4e-47f9-8df3-fabcab99c1a8,normal_operation
ISB-000,2026-07-03T19:00:00+00:00,Up,30.75,Off-Peak,100.0,94.62,54.0,Charging,Off,0.0,150.0,0.0,0.0,0.0,12.439,14.8,95.56,27.4,79.6,NONE,None,Grid,Grid available at 30.75 PKR/kWh (Off-Peak) — using grid as primary source,Synthetic,True,False,0e55175a-6b8c-45cf-97a7-58910337b12c,normal_operation
ISB-000,2026-07-03T20:00:00+00:00,Up,30.75,Off-Peak,100.0,94.62,54.0,Idle,Off,0.0,150.0,0.0,0.0,0.0,12.747,9.81,97.06,30.5,78.9,NONE,None,Grid,Grid available at 30.75 PKR/kWh (Off-Peak) — using grid as primary source,Synthetic,True,False,fcfc8bd2-5abd-4f88-a045-d0d03323a4c7,normal_operation
ISB-000,2026-07-03T21:00:00+00:00,Up,30.75,Off-Peak,100.0,94.62,54.0,Idle,Off,0.0,150.0,0.0,0.0,0.0,13.303,7.69,97.69,28.4,73.5,NONE,None,Grid,Grid available at 30.75 PKR/kWh (Off-Peak) — using grid as primary source,Synthetic,True,False,d62d3341-15c0-4eae-82ec-6a064ec36e8d,normal_operation
ISB-000,2026-07-03T22:00:00+00:00,Up,30.75,Off-Peak,100.0,94.62,54.0,Idle,Off,0.0,150.0,0.0,0.0,0.0,12.881,5.35,98.39,28.5,71.3,NONE,None,Grid,Grid available at 30.75 PKR/kWh (Off-Peak) — using grid as primary source,Synthetic,True,False,da2ebb03-c488-4683-a0e3-543225832c82,normal_operation
ISB-000,2026-07-03T23:00:00+00:00,Up,30.75,Off-Peak,100.0,94.62,54.0,Idle,Off,0.0,150.0,0.0,0.0,0.0,12.329,6.15,98.15,28.9,72.0,NONE,None,Grid,Grid available at 30.75 PKR/kWh (Off-Peak) — using grid as primary source,Synthetic,True,False,06c4a1ab-5dba-4bcf-8f32-33f2eb442812,normal_operation
ISB-000,2026-07-04T00:00:00+00:00,Up,30.75,Off-Peak,100.0,94.62,54.0,Idle,Off,0.0,150.0,0.0,0.0,0.0,13.49,8.88,97.34,32.7,67.4,NONE,None,Grid,Grid available at 30.75 PKR/kWh (Off-Peak) — using grid as primary source,Synthetic,True,False,f995d59d-6c74-412a-a091-4735fe948ffd,normal_operation
ISB-000,2026-07-04T01:00:00+00:00,Down,39.0,Normal,76.01,94.61,51.6,Discharging,Off,0.0,150.0,0.0,0.015,1.4,13.4,14.39,75.68,32.6,63.2,NONE,Outage,Battery,"Grid outage, battery adequate (SoC 76%) — supplying load from battery, no generator start required",Synthetic,True,False,69542984-0a90-4d11-b159-946e9c66d798,short_outage
ISB-000,2026-07-04T02:00:00+00:00,Down,39.0,Normal,52.85,94.6,49.29,Discharging,Off,0.0,150.0,0.0,1.37,125.6,14.437,31.66,70.5,35.8,61.5,NONE,Outage,Battery,"Grid outage, battery adequate (SoC 53%) — supplying load from battery, no generator start required",Synthetic,True,False,e19c3d8a-06cd-49a7-8133-0ef4eb88d6b3,short_outage
