site_id,timestamp,tower_load_kw,solar_power_kw,solar_irradiance,battery_soc,battery_health,battery_status,battery_voltage,battery_current,battery_temperature,grid_available,grid_power_kw,grid_voltage,grid_frequency_hz,electricity_price,tariff_type,generator_available,generator_status,generator_power_kw,fuel_level,fuel_consumption_lph,temperature,humidity,wind_speed,rainfall,energy_consumption_kwh,power_source,equipment_status
SITE_001,2025-01-01T03:15:00+05:00,1.795,0.0,0.0,99.59,98.0,idle,29.04,0.0,17.36,true,1.795,232.2,50.02,22.22,off_peak,true,stopped,0.0,90.0,0.0,17.67,83.9,3.38,0.0,0.4488,grid,ok
SITE_001,2025-01-01T03:30:00+05:00,1.751,0.0,0.0,99.59,98.0,idle,29.04,0.0,16.75,true,1.751,231.3,49.95,20.87,off_peak,true,stopped,0.0,90.0,0.0,16.62,93.5,4.03,0.0,0.4377,grid,ok
SITE_001,2025-01-01T03:45:00+05:00,1.841,0.0,0.0,99.59,98.0,idle,29.04,0.0,17.53,true,1.841,235.8,49.99,23.94,off_peak,true,stopped,0.0,90.0,0.0,17.48,82.4,9.34,0.0,0.4602,grid,ok
SITE_001,2025-01-01T04:00:00+05:00,1.837,0.0,0.0,99.59,98.0,idle,29.04,0.0,16.42,true,1.837,231.6,49.91,24.79,off_peak,true,stopped,0.0,90.0,0.0,16.65,93.9,3.76,0.0,0.4593,grid,ok
SITE_001,2025-01-01T04:15:00+05:00,1.76,0.0,0.0,99.59,98.0,idle,29.04,0.0,17.6,true,1.76,224.4,49.94,22.98,off_peak,true,stopped,0.0,90.0,0.0,17.76,82.7,4.31,0.0,0.4401,grid,ok
SITE_001,2025-01-01T04:30:00+05:00,1.847,0.0,0.0,99.59,98.0,idle,29.04,0.0,17.63,true,1.847,232.1,49.92,19.82,off_peak,true,stopped,0.0,90.0,0.0,17.5,84.0,3.34,0.0,0.4617,grid,ok
SITE_001,2025-01-01T04:45:00+05:00,1.787,0.0,0.0,99.59,98.0,idle,29.04,0.0,17.29,true,1.787,224.7,49.98,22.94,off_peak,true,stopped,0.0,90.0,0.0,17.27,93.1,2.89,0.0,0.4467,grid,ok
SITE_001,2025-01-01T05:00:00+05:00,2.004,0.0,0.0,99.59,98.0,idle,29.04,0.0,18.5,true,2.004,229.5,49.99,21.55,off_peak,true,stopped,0.0,90.0,0.0,18.8,86.2,7.03,0.0,0.5011,grid,ok
SITE_001,2025-01-01T05:15:00+05:00,1.998,0.0,0.0,99.59,98.0,idle,29.04,0.0,17.45,true,1.998,228.3,50.03,22.75,off_peak,true,stopped,0.0,90.0,0.0,17.78,97.7,2.69,9.52,0.4994,grid,ok
SITE_001,2025-01-01T05:30:00+05:00,1.883,0.0,0.0,99.59,98.0,idle,29.04,0.0,18.94,true,1.883,229.8,49.92,20.18,off_peak,true,stopped,0.0,90.0,0.0,18.86,86.8,1.74,6.19,0.4708,grid,ok
SITE_001,2025-01-01T05:45:00+05:00,2.133,0.0,0.0,99.59,98.0,idle,29.04,0.0,19.81,true,2.133,227.1,50.13,22.91,off_peak,true,stopped,0.0,90.0,0.0,19.36,90.6,5.01,9.71,0.5333,grid,ok
SITE_001,2025-01-01T06:00:00+05:00,2.071,0.0,0.0,99.59,98.0,idle,29.04,0.0,20.45,true,2.071,228.2,49.98,23.97,off_peak,true,stopped,0.0,90.0,0.0,20.12,77.4,5.32,0.0,0.5178,grid,ok
SITE_001,2025-01-01T06:15:00+05:00,2.158,0.213,35.5,99.59,98.0,idle,29.04,0.0,20.73,true,2.158,230.6,49.97,23.86,off_peak,true,stopped,0.0,90.0,0.0,20.24,81.8,5.21,0.0,0.5396,grid,ok
SITE_001,2025-01-01T06:30:00+05:00,2.141,0.479,79.8,99.59,98.0,idle,29.04,0.0,20.64,true,2.141,233.8,49.98,23.99,off_peak,true,stopped,0.0,90.0,0.0,20.48,83.5,8.32,0.0,0.5353,grid,ok
SITE_001,2025-01-01T06:45:00+05:00,2.244,0.754,125.7,99.59,98.0,idle,29.04,0.0,20.4,true,2.244,227.1,49.98,22.86,off_peak,true,stopped,0.0,90.0,0.0,20.36,79.5,1.81,0.0,0.5609,grid,ok
SITE_001,2025-01-01T07:00:00+05:00,2.405,1.064,177.4,99.59,98.0,idle,29.04,0.0,21.63,true,2.405,230.6,49.99,20.73,off_peak,true,stopped,0.0,90.0,0.0,21.38,78.6,8.77,0.0,0.6011,grid,ok
SITE_001,2025-01-01T07:15:00+05:00,2.252,1.321,220.1,99.59,98.0,idle,29.04,0.0,21.78,true,2.252,229.0,49.94,21.33,off_peak,true,stopped,0.0,90.0,0.0,21.61,73.9,3.04,0.0,0.5631,grid,ok
SITE_001,2025-01-01T07:30:00+05:00,2.531,1.631,271.9,99.59,98.0,idle,29.04,0.0,22.37,true,2.531,225.9,50.0,21.73,off_peak,true,stopped,0.0,90.0,0.0,22.57,78.7,6.35,0.0,0.6328,grid,ok
SITE_001,2025-01-01T07:45:00+05:00,2.487,2.034,338.9,99.59,98.0,idle,29.04,0.0,23.12,true,2.487,228.8,49.89,20.79,off_peak,true,stopped,0.0,90.0,0.0,22.67,77.8,4.54,0.0,0.6218,grid,ok
SITE_001,2025-01-01T08:00:00+05:00,2.616,2.342,390.4,99.59,98.0,idle,29.04,0.0,23.39,true,2.616,224.1,50.01,19.79,off_peak,true,stopped,0.0,90.0,0.0,23.1,82.4,2.12,0.0,0.6541,grid,ok
SITE_001,2025-01-01T08:15:00+05:00,2.538,2.772,462.0,99.59,98.0,idle,29.04,0.0,24.71,true,0.0,227.6,49.93,20.48,off_peak,true,stopped,0.0,90.0,0.0,24.37,78.1,0.64,0.0,0.6345,solar,ok
SITE_001,2025-01-01T08:30:00+05:00,2.57,2.774,462.3,99.59,98.0,idle,29.04,0.0,24.31,true,0.0,223.2,50.14,25.26,off_peak,true,stopped,0.0,90.0,0.0,24.04,71.3,6.96,0.0,0.6426,solar,ok
SITE_001,2025-01-01T08:45:00+05:00,2.634,3.314,552.4,99.59,98.0,idle,29.04,0.0,24.14,true,0.0,232.4,50.1,19.7,off_peak,true,stopped,0.0,90.0,0.0,24.1,75.2,0.86,0.0,0.6585,solar,ok
SITE_001,2025-01-01T09:00:00+05:00,2.663,3.494,582.4,99.59,98.0,idle,29.04,0.0,25.6,true,0.0,228.8,50.11,23.29,off_peak,true,stopped,0.0,90.0,0.0,25.87,75.8,4.67,0.0,0.6657,solar,ok
SITE_001,2025-01-01T09:15:00+05:00,2.678,3.646,607.7,99.59,98.0,idle,29.04,0.0,26.08,true,0.0,228.5,50.06,20.99,off_peak,true,stopped,0.0,90.0,0.0,25.84,72.8,6.08,0.0,0.6694,solar,ok
SITE_001,2025-01-01T09:30:00+05:00,2.708,4.19,698.4,99.59,98.0,idle,29.04,0.0,26.66,true,0.0,228.0,50.03,21.23,off_peak,true,stopped,0.0,90.0,0.0,26.75,76.8,4.11,0.0,0.6769,solar,ok
SITE_001,2025-01-01T09:45:00+05:00,2.72,3.987,664.5,99.59,98.0,idle,29.04,0.0,27.11,true,0.0,228.1,50.0,20.32,off_peak,true,stopped,0.0,90.0,0.0,27.2,68.5,3.24,0.0,0.6799,solar,ok
SITE_001,2025-01-01T10:00:00+05:00,2.824,3.84,640.0,99.59,98.0,idle,29.04,0.0,26.99,true,0.0,229.2,49.9,23.07,off_peak,true,stopped,0.0,90.0,0.0,27.2,67.3,1.41,0.0,0.7059,solar,ok
SITE_001,2025-01-01T10:15:00+05:00,2.899,3.712,618.7,99.59,98.0,idle,29.04,0.0,26.46,true,0.0,230.8,49.95,23.79,off_peak,true,stopped,0.0,90.0,0.0,26.83,76.3,2.17,0.0,0.7247,solar,ok
SITE_001,2025-01-01T10:30:00+05:00,3.07,3.397,566.2,99.59,98.0,idle,29.04,0.0,27.52,true,0.0,233.4,49.97,24.59,off_peak,true,stopped,0.0,90.0,0.0,27.47,70.8,3.9,0.0,0.7674,solar,ok
SITE_001,2025-01-01T10:45:00+05:00,3.106,3.046,507.6,99.59,98.0,idle,29.04,0.0,28.37,true,3.106,229.1,50.0,22.04,off_peak,true,stopped,0.0,90.0,0.0,28.28,73.3,3.76,0.0,0.7765,grid,ok
SITE_001,2025-01-01T11:00:00+05:00,3.185,3.199,533.2,99.59,98.0,idle,29.04,0.0,30.0,true,0.0,231.1,49.87,20.73,off_peak,true,stopped,0.0,90.0,0.0,29.68,61.7,2.98,0.0,0.7962,solar,ok
SITE_001,2025-01-01T11:15:00+05:00,3.131,3.637,606.2,99.59,98.0,idle,29.04,0.0,30.33,true,0.0,231.5,50.12,20.4,off_peak,true,stopped,0.0,90.0,0.0,30.27,69.5,4.73,0.0,0.7828,solar,ok
SITE_001,2025-01-01T11:30:00+05:00,3.022,3.433,572.1,99.59,98.0,idle,29.04,0.0,29.65,true,0.0,235.3,49.98,24.87,off_peak,true,stopped,0.0,90.0,0.0,30.12,67.7,0.93,0.0,0.7555,solar,ok
SITE_001,2025-01-01T11:45:00+05:00,3.259,3.358,559.7,99.59,98.0,idle,29.04,0.0,31.2,true,0.0,231.0,50.04,21.65,off_peak,true,stopped,0.0,90.0,0.0,31.07,58.7,4.15,0.0,0.8149,solar,ok
SITE_001,2025-01-01T12:00:00+05:00,3.19,3.131,521.8,99.59,98.0,idle,29.04,0.0,31.22,true,3.19,224.0,50.06,25.3,off_peak,true,stopped,0.0,90.0,0.0,31.47,66.7,8.83,0.0,0.7975,grid,ok
SITE_001,2025-01-01T12:15:00+05:00,3.241,3.474,578.9,99.59,98.0,idle,29.04,0.0,29.93,true,0.0,227.1,49.91,25.8,off_peak,true,stopped,0.0,90.0,0.0,30.05,68.6,4.67,0.0,0.8103,solar,ok
SITE_001,2025-01-01T12:15:00+05:00,3.289,3.077,512.9,99.59,98.0,idle,29.04,0.0,31.63,true,3.289,229.7,50.04,24.27,off_peak,true,stopped,0.0,90.0,0.0,31.7,57.5,5.35,0.0,0.8222,grid,fault
SITE_001,2025-01-01T12:45:00+05:00,3.243,3.085,514.1,99.59,98.0,idle,29.04,0.0,31.72,true,3.243,227.9,49.97,23.98,off_peak,true,stopped,0.0,90.0,0.0,31.34,65.9,8.0,0.0,0.8107,grid,ok
SITE_001,2025-01-01T12:45:00+05:00,3.341,3.425,570.8,99.59,98.0,idle,29.04,0.0,32.38,true,0.0,232.6,49.97,23.49,off_peak,true,stopped,0.0,90.0,0.0,32.26,61.0,5.83,0.0,0.8352,solar,fault
SITE_001,2025-01-01T13:15:00+05:00,3.24,3.027,504.4,99.59,98.0,idle,29.04,0.0,32.03,true,3.24,229.6,50.06,19.24,off_peak,true,stopped,0.0,90.0,0.0,31.77,57.4,8.6,0.0,0.8101,grid,ok
SITE_001,2025-01-01T13:30:00+05:00,3.308,3.167,527.9,99.59,98.0,idle,29.04,0.0,32.63,true,3.308,228.7,49.97,20.09,off_peak,true,stopped,0.0,90.0,0.0,32.98,60.7,6.36,0.0,0.8269,grid,ok
SITE_001,2025-01-01T13:45:00+05:00,3.36,2.738,456.3,99.59,98.0,idle,29.04,0.0,31.97,true,3.36,228.8,50.01,22.02,off_peak,true,stopped,0.0,90.0,0.0,31.58,65.1,7.94,0.0,0.84,grid,ok
SITE_001,2025-01-01T14:00:00+05:00,3.323,2.375,395.8,99.59,98.0,idle,29.04,0.0,31.67,true,3.323,228.4,50.13,21.02,off_peak,true,stopped,0.0,90.0,0.0,31.97,58.7,5.77,0.0,0.8307,grid,ok
SITE_001,2025-01-01T14:15:00+05:00,3.404,2.095,349.2,99.59,98.0,idle,29.04,0.0,33.24,true,3.404,235.6,49.97,23.62,off_peak,true,stopped,0.0,90.0,0.0,33.04,59.4,5.53,0.0,0.851,grid,ok
SITE_001,2025-01-01T14:30:00+05:00,3.198,2.096,349.3,99.59,98.0,idle,29.04,0.0,33.78,true,3.198,230.0,50.08,22.08,off_peak,true,stopped,0.0,90.0,0.0,33.85,63.5,3.26,0.0,0.7994,grid,ok
SITE_001,2025-01-01T14:45:00+05:00,3.361,1.896,315.9,99.59,98.0,idle,29.04,0.0,33.47,true,3.361,233.2,50.08,23.28,off_peak,true,stopped,0.0,90.0,0.0,33.23,63.4,2.95,0.0,0.8403,grid,ok
SITE_001,2025-01-01T15:00:00+05:00,3.32,2.048,341.4,99.59,98.0,idle,29.04,0.0,33.21,true,3.32,227.7,50.06,23.65,off_peak,true,stopped,0.0,90.0,0.0,33.23,64.3,3.32,0.0,0.8301,grid,ok
SITE_001,2025-01-01T15:00:00+05:00,3.215,2.031,338.6,99.59,98.0,idle,29.04,0.0,32.62,true,3.215,227.1,50.18,22.78,off_peak,true,stopped,0.0,90.0,0.0,32.98,62.2,2.2,0.0,0.8039,grid,fault
SITE_001,2025-01-01T15:30:00+05:00,3.212,1.942,323.7,99.59,98.0,idle,29.04,0.0,32.82,true,3.212,228.5,50.09,20.37,off_peak,true,stopped,0.0,90.0,0.0,33.2,62.1,5.34,0.0,0.8029,grid,ok
SITE_001,2025-01-01T15:45:00+05:00,3.085,1.672,278.7,99.59,98.0,idle,29.04,0.0,32.54,true,3.085,226.8,50.06,24.96,off_peak,true,stopped,0.0,90.0,0.0,32.77,55.7,2.55,0.0,0.7713,grid,ok
SITE_001,2025-01-01T16:00:00+05:00,3.315,1.643,273.8,99.59,98.0,idle,29.04,0.0,33.63,true,3.315,228.1,49.99,19.61,off_peak,true,stopped,0.0,90.0,0.0,33.31,60.2,4.44,0.0,0.8289,grid,ok
SITE_001,2025-01-01T16:15:00+05:00,3.079,1.627,271.2,99.59,98.0,idle,29.04,0.0,32.51,true,3.079,229.7,49.99,21.35,off_peak,true,stopped,0.0,90.0,0.0,32.48,66.5,5.15,0.0,0.7697,grid,ok
SITE_001,2025-01-01T16:30:00+05:00,3.082,1.387,231.1,99.59,98.0,idle,29.04,0.0,32.62,true,3.082,233.8,50.08,20.54,off_peak,true,stopped,0.0,90.0,0.0,32.46,66.6,3.52,0.0,0.7704,grid,ok
SITE_001,2025-01-01T16:45:00+05:00,3.191,0.956,159.3,99.59,98.0,idle,29.04,0.0,31.63,true,3.191,222.8,49.98,19.43,off_peak,true,stopped,0.0,90.0,0.0,31.29,66.4,1.95,6.82,0.7978,grid,ok
SITE_001,2025-01-01T17:00:00+05:00,3.133,0.824,137.4,99.59,98.0,idle,29.04,0.0,31.26,true,3.133,231.6,50.01,23.29,off_peak,true,stopped,0.0,90.0,0.0,31.38,76.1,6.02,6.98,0.7834,grid,ok
SITE_001,2025-01-01T17:15:00+05:00,2.986,0.712,118.7,99.59,98.0,idle,29.04,0.0,32.93,true,2.986,226.6,50.01,21.63,off_peak,true,stopped,0.0,90.0,0.0,32.58,70.6,1.97,5.94,0.7464,grid,ok
SITE_001,2025-01-01T17:30:00+05:00,3.006,0.447,74.5,99.59,98.0,idle,29.04,0.0,30.2,true,3.006,228.8,50.07,21.13,off_peak,true,stopped,0.0,90.0,0.0,30.62,74.8,7.21,6.79,0.7516,grid,ok
SITE_001,2025-01-01T17:45:00+05:00,2.887,0.235,39.2,99.59,98.0,idle,29.04,0.0,30.75,true,2.887,235.1,49.93,21.53,off_peak,true,stopped,0.0,90.0,0.0,31.22,73.7,0.71,7.51,0.7217,grid,ok
SITE_001,2025-01-01T18:00:00+05:00,2.964,0.0,0.0,91.08,97.99,discharging,26.02,-102.09,44.56,true,0.0,233.4,50.03,59.75,peak,true,stopped,0.0,90.0,0.0,31.49,74.8,4.12,5.73,0.7411,battery,ok
SITE_001,2025-01-01T18:15:00+05:00,2.895,0.0,0.0,82.16,97.99,discharging,25.62,-107.06,43.84,true,0.0,231.7,49.89,59.54,peak,true,stopped,0.0,90.0,0.0,29.86,64.1,2.5,0.0,0.7238,battery,ok
SITE_001,2025-01-01T18:30:00+05:00,2.921,0.0,0.0,73.04,97.99,fault,25.44,-109.45,45.07,true,0.0,231.7,49.93,58.07,peak,true,stopped,0.0,90.0,0.0,30.83,68.5,4.18,0.0,0.7302,battery,fault
SITE_001,2025-01-01T18:30:00+05:00,2.853,0.0,0.0,64.08,97.99,discharging,25.37,-107.52,43.33,true,0.0,226.9,50.11,52.42,peak,true,stopped,0.0,90.0,0.0,29.55,70.2,3.89,0.0,0.7132,battery,fault
SITE_001,2025-01-01T19:00:00+05:00,2.786,0.0,0.0,55.3,97.99,discharging,25.25,-105.36,41.69,true,0.0,229.2,50.09,53.91,peak,true,stopped,0.0,90.0,0.0,28.28,70.7,4.08,0.0,0.6964,battery,ok
SITE_001,2025-01-01T19:15:00+05:00,2.669,0.0,0.0,46.85,97.98,discharging,25.12,-101.46,40.99,true,0.0,235.6,50.0,59.25,peak,true,stopped,0.0,90.0,0.0,27.91,74.3,7.56,0.0,0.6672,battery,ok
SITE_001,2025-01-01T19:30:00+05:00,2.525,0.0,0.0,56.41,97.98,charging,27.48,114.78,42.67,true,5.525,230.0,49.86,55.03,peak,true,stopped,0.0,90.0,0.0,27.41,70.4,6.3,0.0,0.6312,grid,ok
SITE_001,2025-01-01T19:45:00+05:00,2.509,0.0,0.0,48.47,97.98,discharging,25.22,-95.29,39.94,true,0.0,230.3,49.95,54.18,peak,true,stopped,0.0,90.0,0.0,27.35,74.2,3.93,0.0,0.6272,battery,ok
SITE_001,2025-01-01T20:00:00+05:00,2.62,0.0,0.0,58.02,97.98,charging,27.51,114.64,41.3,true,5.62,231.3,50.07,54.11,peak,true,stopped,0.0,90.0,0.0,26.6,69.7,2.09,0.0,0.655,grid,warning
SITE_001,2025-01-01T20:15:00+05:00,2.476,0.0,0.0,50.2,97.98,discharging,25.26,-93.91,38.44,true,0.0,228.3,50.06,57.95,peak,true,stopped,0.0,90.0,0.0,25.84,68.0,2.73,0.0,0.6189,battery,warning
SITE_001,2025-01-01T20:30:00+05:00,2.295,0.0,0.0,59.74,97.97,charging,27.54,114.49,41.12,true,5.295,230.4,50.01,59.9,peak,true,stopped,0.0,90.0,0.0,26.07,69.3,4.0,0.0,0.5738,grid,warning
SITE_001,2025-01-01T20:45:00+05:00,2.265,0.0,0.0,52.59,97.97,discharging,25.39,-85.8,37.09,true,0.0,231.8,49.86,54.01,peak,true,stopped,0.0,90.0,0.0,25.48,73.5,4.82,0.0,0.5661,battery,warning
SITE_001,2025-01-01T21:00:00+05:00,2.363,0.0,0.0,62.11,97.97,charging,27.56,114.28,39.06,true,5.363,229.6,50.05,60.12,peak,true,stopped,0.0,90.0,0.0,24.11,78.0,8.54,0.0,0.5909,grid,warning
SITE_001,2025-01-01T21:15:00+05:00,2.107,0.0,0.0,55.47,97.97,discharging,25.51,-79.74,34.04,true,0.0,228.7,50.06,52.23,peak,true,stopped,0.0,90.0,0.0,24.08,70.2,2.9,0.0,0.5267,battery,warning
SITE_001,2025-01-01T21:30:00+05:00,2.085,0.0,0.0,48.86,97.97,discharging,25.38,-79.24,33.69,true,0.0,227.2,49.98,54.22,peak,true,stopped,0.0,90.0,0.0,23.1,76.3,5.86,0.0,0.5212,battery,ok
SITE_001,2025-01-01T21:30:00+05:00,2.268,0.0,0.0,58.41,97.96,charging,27.51,114.6,38.96,true,5.268,228.7,49.98,53.37,peak,true,stopped,0.0,90.0,0.0,24.47,73.4,4.36,0.0,0.567,grid,fault
SITE_001,2025-01-01T22:00:00+05:00,2.034,0.0,0.0,67.9,97.96,charging,27.62,113.77,38.84,true,5.034,224.5,49.87,23.16,off_peak,true,stopped,0.0,90.0,0.0,23.87,79.6,2.39,0.0,0.5084,grid,ok
SITE_001,2025-01-01T22:15:00+05:00,1.926,0.0,0.0,77.34,97.96,charging,27.71,113.3,35.95,true,4.926,228.5,49.96,20.73,off_peak,true,stopped,0.0,90.0,0.0,21.62,78.4,5.09,0.0,0.4816,grid,ok
SITE_001,2025-01-01T22:30:00+05:00,1.873,0.0,0.0,86.74,97.96,charging,28.0,112.89,37.94,true,4.873,229.5,50.08,22.09,off_peak,true,stopped,0.0,90.0,0.0,22.84,79.9,0.4,0.0,0.4682,grid,ok
SITE_001,2025-01-01T22:45:00+05:00,2.086,0.0,0.0,96.05,97.95,charging,28.74,111.65,36.44,true,5.086,230.7,50.08,22.03,off_peak,true,stopped,0.0,90.0,0.0,21.96,80.9,2.16,0.0,0.5215,grid,ok
SITE_001,2025-01-01T23:00:00+05:00,1.875,0.0,0.0,99.07,97.95,charging,29.19,36.21,25.36,true,2.875,230.1,49.96,23.72,off_peak,true,stopped,0.0,90.0,0.0,21.03,83.0,4.28,0.0,0.4688,grid,ok
SITE_001,2025-01-01T23:15:00+05:00,1.878,0.0,0.0,99.07,97.95,idle,28.83,0.0,20.99,true,1.878,230.4,50.12,25.96,off_peak,true,stopped,0.0,90.0,0.0,21.05,84.6,1.84,0.0,0.4695,grid,ok
SITE_001,2025-01-01T23:30:00+05:00,1.967,0.0,0.0,99.07,97.95,idle,28.83,0.0,19.76,true,0.0,232.3,49.98,25.19,off_peak,true,running,1.967,89.72,1.13,20.24,81.4,6.9,0.0,0.4919,generator,ok
SITE_001,2025-01-01T23:45:00+05:00,1.816,0.0,0.0,99.07,97.95,idle,28.83,0.0,20.21,true,1.816,227.1,50.09,21.64,off_peak,true,stopped,0.0,89.72,0.0,20.22,80.7,4.62,0.0,0.4541,grid,ok
SITE_001,2025-01-02T00:00:00+05:00,1.839,0.0,0.0,99.07,97.95,idle,28.83,0.0,18.97,true,1.839,232.1,50.1,23.57,off_peak,true,stopped,0.0,89.72,0.0,18.55,84.1,2.27,0.0,0.4599,grid,ok
SITE_001,2025-01-02T00:15:00+05:00,1.885,0.0,0.0,99.07,97.95,idle,28.83,0.0,19.44,true,1.885,227.0,50.06,25.72,off_peak,true,stopped,0.0,89.72,0.0,18.99,82.6,7.62,0.0,0.4712,grid,ok
SITE_001,2025-01-02T00:30:00+05:00,1.62,0.0,0.0,99.07,97.95,idle,28.83,0.0,19.56,true,1.62,227.7,49.94,25.32,off_peak,true,stopped,0.0,89.72,0.0,19.5,82.4,2.5,0.0,0.4051,grid,ok
SITE_001,2025-01-02T00:45:00+05:00,1.828,0.0,0.0,99.07,97.95,idle,28.83,0.0,19.35,true,1.828,238.8,50.01,24.07,off_peak,true,stopped,0.0,89.72,0.0,18.96,81.0,10.33,0.0,0.457,grid,ok
SITE_001,2025-01-02T01:00:00+05:00,1.748,0.0,0.0,99.07,97.95,idle,28.83,0.0,17.63,true,1.748,230.5,50.07,24.8,off_peak,true,stopped,0.0,89.72,0.0,17.14,92.5,4.59,0.0,0.4369,grid,ok
SITE_001,2025-01-02T01:15:00+05:00,1.703,0.0,0.0,99.07,97.95,idle,28.83,0.0,17.92,true,1.703,229.7,49.97,20.89,off_peak,true,stopped,0.0,89.72,0.0,17.95,81.9,6.3,0.0,0.4257,grid,ok
SITE_001,2025-01-02T01:30:00+05:00,1.616,0.0,0.0,99.07,97.95,idle,28.83,0.0,18.81,true,1.616,227.8,50.02,21.76,off_peak,true,stopped,0.0,89.72,0.0,18.39,86.6,5.39,0.0,0.4039,grid,ok
SITE_001,2025-01-02T01:45:00+05:00,1.67,0.0,0.0,99.07,97.95,idle,28.83,0.0,16.97,true,1.67,227.2,49.99,24.57,off_peak,true,stopped,0.0,89.72,0.0,17.43,91.8,0.74,0.0,0.4174,grid,ok
SITE_001,2025-01-02T02:00:00+05:00,1.84,0.0,0.0,99.07,97.95,idle,28.83,0.0,17.89,true,1.84,223.9,49.91,21.01,off_peak,true,stopped,0.0,89.72,0.0,17.48,84.8,4.94,0.0,0.4599,grid,ok
SITE_001,2025-01-02T02:15:00+05:00,1.596,0.0,0.0,99.07,97.95,idle,28.83,0.0,16.37,true,1.596,227.6,49.99,21.03,off_peak,true,stopped,0.0,89.72,0.0,16.34,83.6,11.63,0.0,0.3989,grid,ok
SITE_001,2025-01-02T02:30:00+05:00,1.693,0.0,0.0,99.07,97.95,idle,28.83,0.0,16.82,true,1.693,228.0,50.06,23.7,off_peak,true,stopped,0.0,89.72,0.0,16.73,83.0,6.46,0.0,0.4232,grid,ok
SITE_001,2025-01-02T02:45:00+05:00,1.598,0.0,0.0,99.07,97.95,idle,28.83,0.0,17.76,true,1.598,232.9,50.02,23.85,off_peak,true,stopped,0.0,89.72,0.0,17.66,88.6,2.78,0.0,0.3995,grid,ok
